#
#num reg  count-read  count-written
#
## Basic Block at 0x00007fe06ec5165a
## Basic Block at 0x00007fe06ec51590
  7 rbx                       2           0
## Basic Block at 0x00007fe06ec5159c
  7 rbx                       2           0
 10 rax                       4           2
## Basic Block at 0x00007fe06ec515a9
  4 rsi                       4           4
  7 rbx                       2           0
 10 rax                       2           0
 18 r15                       2           0
## Basic Block at 0x00007fe06ec516e0
  3 rdi                       0           2
  6 rsp                       2           2
  7 rbx                       2           0
## Basic Block at 0x00007fe06ec516e8
## Basic Block at 0x00007fe06ec516f1
## Basic Block at 0x00007fe06ec51638
 18 r15                       4           0
## Basic Block at 0x00007fe06ec5163d
  4 rsi                       2           2
  5 rbp                       4           4
  7 rbx                       4           0
 18 r15                       2           0
## Basic Block at 0x00007fe06ec51651
## Basic Block at 0x00007fe06ec51770
  3 rdi                       0           6
  6 rsp                       6           6
  8 rdx                       0           6
 15 r12                       6           0
 18 r15                       6           0
## Basic Block at 0x00007fe06ec5177b
  7 rbx                       2           0
 18 r15                       2           0
## Basic Block at 0x00007fe06ec51688
  5 rbp                       0           6
  6 rsp                      48          48
  7 rbx                       0           6
 10 rax                       0           6
 15 r12                       0           6
 16 r13                       6           6
 17 r14                       0           6
 18 r15                       0           6
## Basic Block at 0x00007fe06ec50434
  7 rbx                       6           0
 10 rax                       6           0
## Basic Block at 0x00007fe06ec50439
## Basic Block at 0x00007fe06ec50450
  5 rbp                       0           6
  6 rsp                      24          24
  7 rbx                       6          12
 10 rax                       0           6
 15 r12                       6           6
## Basic Block at 0x00007fe06ec9a5c4
 10 rax                       2           0
## Basic Block at 0x00007fe06ec9a5ce
  6 rsp                       2           0
## Basic Block at 0x00007fe06ec9a5dc
  4 rsi                       2           2
  6 rsp                      12           0
  8 rdx                       2           2
  9 rcx                       6           2
 12 r9                        2           2
 13 r10                       2           2
 14 r11                       0           2
## Basic Block at 0x00007fe06ec9a648
## Basic Block at 0x00007fe06ec9a652
  6 rsp                       1           0
## Basic Block at 0x00007fe06ec9a65d
  3 rdi                       0           1
  4 rsi                       1           1
  6 rsp                       1           1
  8 rdx                       2           0
  9 rcx                       2           0
 10 rax                       3           3
 12 r9                        3           2
 13 r10                       2           1
 14 r11                       1           0
 18 r15                       1           0
## Basic Block at 0x00007fe06ec4dc00
  3 rdi                       2           0
  4 rsi                       1           0
  6 rsp                       1           1
  7 rbx                       1           1
 12 r9                        0           1
## Basic Block at 0x00007fe06ec4dc10
## Basic Block at 0x00007fe06ec4dc26
## Basic Block at 0x00007fe06ec4dc69
  3 rdi                       0           1
  4 rsi                       0           1
  6 rsp                       1           1
  7 rbx                       1           0
 12 r9                        1           0
## Basic Block at 0x00007fe06ec46c08
  3 rdi                       1           0
